# MarsWorm | V5 A plant on open Mars | Exp 2 | Can a plant dry out and revive, night after night?
# Sheet: cycles.csv | invented numbers, a dry run and not a result | scenario: daily-drying-wears-it-out | every column is defined in the codebook for this experiment
tray_id,cycle,day,date,dry_mass_g,rewet_minutes,notes
T02,289,289,2027-11-17,8.1,35,
T02,290,290,2027-11-18,8.62,37,
T02,291,291,2027-11-19,8.02,36,
T02,292,292,2027-11-20,8.08,37,
T02,293,293,2027-11-21,8.38,35,
T02,294,294,2027-11-22,8.6,36,
T02,295,295,2027-11-23,8.28,34,
T02,296,296,2027-11-24,8.03,36,
T02,297,297,2027-11-25,8.47,37,
T02,298,298,2027-11-26,8.39,35,
T02,299,299,2027-11-27,8.31,36,
T02,300,300,2027-11-28,8.27,36,
T02,301,301,2027-11-29,7.76,37,
T02,302,302,2027-11-30,8.11,38,
T02,303,303,2027-12-01,8.52,37,
T02,304,304,2027-12-02,8.13,39,
T02,305,305,2027-12-03,7.94,33,
T02,306,306,2027-12-04,8.32,36,
T02,307,307,2027-12-05,8.99,37,
T02,308,308,2027-12-06,8.59,37,
T02,309,309,2027-12-07,8.0,36,
T02,310,310,2027-12-08,8.3,41,
T02,311,311,2027-12-09,8.34,38,
T02,312,312,2027-12-10,8.41,37,
T02,313,313,2027-12-11,8.53,34,
T02,314,314,2027-12-12,8.1,36,
T02,315,315,2027-12-13,9.0,37,
T02,316,316,2027-12-14,8.33,38,
T02,317,317,2027-12-15,8.72,39,
T02,318,318,2027-12-16,8.39,36,
T02,319,319,2027-12-17,7.76,37,
T02,320,320,2027-12-18,8.05,38,
T02,321,321,2027-12-19,8.37,38,
T02,322,322,2027-12-20,8.41,40,
T02,323,323,2027-12-21,7.89,43,
T02,324,324,2027-12-22,8.66,39,
T02,325,325,2027-12-23,8.26,39,
T02,326,326,2027-12-24,8.23,39,
T02,327,327,2027-12-25,8.5,37,
T02,328,328,2027-12-26,8.36,41,
T02,329,329,2027-12-27,8.55,40,
T02,330,330,2027-12-28,8.51,36,
T02,331,331,2027-12-29,8.43,43,
T02,332,332,2027-12-30,8.42,39,
T02,333,333,2027-12-31,8.81,39,
T02,334,334,2028-01-01,8.01,37,
T02,335,335,2028-01-02,7.72,39,
T02,336,336,2028-01-03,8.69,38,
T02,337,337,2028-01-04,8.78,37,
T02,338,338,2028-01-05,8.39,40,
T02,339,339,2028-01-06,8.18,40,
T02,340,340,2028-01-07,8.45,41,
T02,341,341,2028-01-08,8.49,42,
T02,342,342,2028-01-09,8.73,41,
T02,343,343,2028-01-10,8.14,41,
T02,344,344,2028-01-11,8.1,40,
T02,345,345,2028-01-12,8.5,39,
T02,346,346,2028-01-13,8.47,38,
T02,347,347,2028-01-14,8.16,39,
T02,348,348,2028-01-15,8.1,39,
T02,349,349,2028-01-16,8.54,40,
T02,350,350,2028-01-17,7.79,39,
T02,351,351,2028-01-18,8.23,41,
T02,352,352,2028-01-19,8.12,45,
T02,353,353,2028-01-20,8.34,43,
T02,354,354,2028-01-21,8.66,42,
T02,355,355,2028-01-22,8.28,42,
T02,356,356,2028-01-23,8.04,44,
T02,357,357,2028-01-24,8.97,41,
T02,358,358,2028-01-25,8.12,42,
T02,359,359,2028-01-26,8.02,41,
T02,360,360,2028-01-27,8.6,41,
T02,361,361,2028-01-28,8.12,43,
T02,362,362,2028-01-29,8.51,44,
T02,363,363,2028-01-30,7.93,45,
T02,364,364,2028-01-31,8.14,41,
T02,365,365,2028-02-01,8.04,42,
T03,1,1,2027-02-02,9.41,12,
T03,2,2,2027-02-03,9.4,14,
T03,3,3,2027-02-04,9.3,12,
T03,4,4,2027-02-05,9.46,12,
T03,5,5,2027-02-06,9.41,12,
T03,6,6,2027-02-07,9.15,13,
T03,7,7,2027-02-08,9.88,12,
T03,8,8,2027-02-09,9.57,12,
T03,9,9,2027-02-10,9.37,13,
T03,10,10,2027-02-11,9.23,14,
T03,11,11,2027-02-12,9.49,13,
T03,12,12,2027-02-13,9.93,11,
T03,13,13,2027-02-14,9.17,12,
T03,14,14,2027-02-15,9.73,14,
T03,15,15,2027-02-16,9.0,12,
T03,16,16,2027-02-17,9.44,14,
T03,17,17,2027-02-18,9.41,14,
T03,18,18,2027-02-19,9.59,15,
T03,19,19,2027-02-20,9.37,12,
T03,20,20,2027-02-21,8.76,12,
T03,21,21,2027-02-22,9.19,15,
T03,22,22,2027-02-23,9.49,13,
T03,23,23,2027-02-24,9.43,13,
T03,24,24,2027-02-25,9.18,14,
T03,25,25,2027-02-26,9.35,12,
T03,26,26,2027-02-27,9.27,15,
T03,27,27,2027-02-28,9.5,16,
T03,28,28,2027-03-01,9.29,12,
T03,29,29,2027-03-02,9.57,13,
T03,30,30,2027-03-03,8.96,14,
T03,31,31,2027-03-04,9.37,14,
T03,32,32,2027-03-05,9.46,16,
T03,33,33,2027-03-06,9.28,14,
T03,34,34,2027-03-07,9.34,13,
T03,35,35,2027-03-08,9.05,15,
T03,36,36,2027-03-09,9.42,16,
T03,37,37,2027-03-10,9.2,15,
T03,38,38,2027-03-11,9.53,15,
T03,39,39,2027-03-12,9.83,15,
T03,40,40,2027-03-13,9.39,17,
T03,41,41,2027-03-14,9.51,16,
T03,42,42,2027-03-15,9.3,13,
T03,43,43,2027-03-16,9.32,17,
T03,44,44,2027-03-17,9.25,14,
T03,45,45,2027-03-18,9.01,16,
T03,46,46,2027-03-19,9.01,17,
T03,47,47,2027-03-20,9.02,16,
T03,48,48,2027-03-21,9.2,16,
T03,49,49,2027-03-22,9.46,15,
T03,50,50,2027-03-23,9.27,16,
T03,51,51,2027-03-24,9.1,14,
T03,52,52,2027-03-25,9.67,16,
T03,53,53,2027-03-26,9.33,16,
T03,54,54,2027-03-27,9.01,17,
T03,55,55,2027-03-28,9.8,18,
T03,56,56,2027-03-29,9.11,16,
T03,57,57,2027-03-30,9.32,19,
T03,58,58,2027-03-31,8.83,19,
T03,59,59,2027-04-01,9.07,15,
T03,60,60,2027-04-02,8.73,17,
T03,61,61,2027-04-03,9.36,15,
T03,62,62,2027-04-04,9.09,17,
T03,63,63,2027-04-05,9.4,18,
T03,64,64,2027-04-06,9.12,19,
T03,65,65,2027-04-07,9.43,19,
T03,66,66,2027-04-08,9.3,17,
T03,67,67,2027-04-09,9.17,17,
T03,68,68,2027-04-10,9.76,18,
T03,69,69,2027-04-11,9.47,19,
T03,70,70,2027-04-12,9.11,19,
T03,71,71,2027-04-13,9.09,16,
T03,72,72,2027-04-14,8.78,19,
T03,73,73,2027-04-15,9.6,19,
T03,74,74,2027-04-16,9.46,19,
T03,75,75,2027-04-17,9.3,19,
T03,76,76,2027-04-18,9.12,18,
T03,77,77,2027-04-19,9.49,17,
T03,78,78,2027-04-20,9.31,19,
T03,79,79,2027-04-21,9.0,19,
T03,80,80,2027-04-22,9.14,19,
T03,81,81,2027-04-23,8.91,18,
T03,82,82,2027-04-24,9.53,18,
T03,83,83,2027-04-25,8.74,19,
T03,84,84,2027-04-26,9.38,18,
T03,85,85,2027-04-27,9.12,20,
T03,86,86,2027-04-28,9.28,19,
T03,87,87,2027-04-29,9.83,18,
T03,88,88,2027-04-30,9.07,20,
T03,89,89,2027-05-01,9.47,20,
T03,90,90,2027-05-02,9.18,20,
T03,91,91,2027-05-03,9.32,19,
T03,92,92,2027-05-04,8.89,17,
T03,93,93,2027-05-05,9.7,19,
T03,94,94,2027-05-06,9.03,24,
T03,95,95,2027-05-07,9.07,20,
T03,96,96,2027-05-08,9.04,22,
T03,97,97,2027-05-09,9.25,20,
T03,98,98,2027-05-10,9.43,21,
T03,99,99,2027-05-11,8.92,18,
T03,100,100,2027-05-12,9.37,18,
T03,101,101,2027-05-13,8.74,19,
T03,102,102,2027-05-14,8.77,19,
T03,103,103,2027-05-15,9.38,21,
T03,104,104,2027-05-16,9.1,23,
T03,105,105,2027-05-17,9.38,20,
T03,106,106,2027-05-18,9.19,22,
T03,107,107,2027-05-19,9.59,19,
T03,108,108,2027-05-20,9.55,19,
T03,109,109,2027-05-21,9.54,20,
T03,110,110,2027-05-22,9.38,18,
T03,111,111,2027-05-23,9.1,20,
T03,112,112,2027-05-24,9.36,19,
T03,113,113,2027-05-25,9.08,19,
T03,114,114,2027-05-26,9.49,21,
T03,115,115,2027-05-27,9.14,22,
T03,116,116,2027-05-28,9.27,22,
T03,117,117,2027-05-29,9.17,22,
T03,118,118,2027-05-30,9.07,20,
T03,119,119,2027-05-31,9.41,22,
T03,120,120,2027-06-01,9.07,23,
T03,121,121,2027-06-02,9.05,22,
T03,122,122,2027-06-03,9.15,22,
T03,123,123,2027-06-04,9.14,23,
T03,124,124,2027-06-05,9.38,21,
T03,125,125,2027-06-06,9.41,25,
T03,126,126,2027-06-07,9.23,20,
T03,127,127,2027-06-08,9.48,21,
T03,128,128,2027-06-09,9.36,21,
T03,129,129,2027-06-10,8.98,20,
T03,130,130,2027-06-11,8.94,23,
T03,131,131,2027-06-12,9.21,24,
T03,132,132,2027-06-13,9.27,21,
T03,133,133,2027-06-14,9.38,23,
T03,134,134,2027-06-15,9.28,23,
T03,135,135,2027-06-16,9.27,24,
T03,136,136,2027-06-17,9.41,24,
T03,137,137,2027-06-18,9.6,24,
T03,138,138,2027-06-19,8.96,26,
T03,139,139,2027-06-20,9.27,24,
T03,140,140,2027-06-21,9.07,27,
T03,141,141,2027-06-22,9.42,23,
T03,142,142,2027-06-23,9.5,23,
T03,143,143,2027-06-24,9.53,23,
T03,144,144,2027-06-25,8.93,24,
T03,145,145,2027-06-26,9.27,20,
T03,146,146,2027-06-27,9.48,23,
T03,147,147,2027-06-28,9.19,25,
T03,148,148,2027-06-29,9.28,25,
T03,149,149,2027-06-30,8.94,24,
T03,150,150,2027-07-01,9.11,27,
T03,151,151,2027-07-02,9.27,26,
T03,152,152,2027-07-03,9.45,24,
T03,153,153,2027-07-04,9.02,24,
T03,154,154,2027-07-05,8.89,26,
T03,155,155,2027-07-06,9.19,24,
T03,156,156,2027-07-07,9.19,25,
T03,157,157,2027-07-08,9.36,24,
T03,158,158,2027-07-09,8.89,24,
T03,159,159,2027-07-10,9.41,27,
T03,160,160,2027-07-11,9.47,24,
T03,161,161,2027-07-12,8.93,25,
T03,162,162,2027-07-13,9.22,27,
T03,163,163,2027-07-14,8.96,25,
T03,164,164,2027-07-15,9.21,23,
T03,165,165,2027-07-16,9.14,25,
T03,166,166,2027-07-17,9.14,24,
T03,167,167,2027-07-18,9.49,26,
T03,168,168,2027-07-19,9.21,28,
T03,169,169,2027-07-20,9.26,26,
T03,170,170,2027-07-21,9.29,27,
T03,171,171,2027-07-22,9.32,27,
T03,172,172,2027-07-23,9.08,26,
T03,173,173,2027-07-24,8.93,26,
T03,174,174,2027-07-25,8.93,25,
T03,175,175,2027-07-26,9.15,27,
T03,176,176,2027-07-27,9.21,27,
T03,177,177,2027-07-28,9.09,29,
T03,178,178,2027-07-29,9.44,24,
T03,179,179,2027-07-30,9.21,29,
T03,180,180,2027-07-31,9.3,26,
T03,181,181,2027-08-01,9.49,29,
T03,182,182,2027-08-02,9.18,28,
T03,183,183,2027-08-03,8.89,27,
T03,184,184,2027-08-04,9.23,28,
T03,185,185,2027-08-05,8.95,25,
T03,186,186,2027-08-06,9.28,28,
T03,187,187,2027-08-07,9.45,28,
T03,188,188,2027-08-08,9.27,27,
T03,189,189,2027-08-09,8.91,27,
T03,190,190,2027-08-10,9.39,29,
T03,191,191,2027-08-11,9.48,27,
T03,192,192,2027-08-12,9.23,25,
T03,193,193,2027-08-13,8.72,28,
T03,194,194,2027-08-14,9.22,28,
T03,195,195,2027-08-15,9.11,27,
T03,196,196,2027-08-16,9.34,26,
T03,197,197,2027-08-17,8.77,29,
T03,198,198,2027-08-18,8.8,28,
T03,199,199,2027-08-19,8.99,30,
T03,200,200,2027-08-20,8.98,29,
T03,201,201,2027-08-21,9.47,25,
T03,202,202,2027-08-22,9.24,30,
T03,203,203,2027-08-23,9.43,24,
T03,204,204,2027-08-24,9.41,28,
T03,205,205,2027-08-25,9.08,26,
T03,206,206,2027-08-26,9.3,29,
T03,207,207,2027-08-27,9.19,28,
T03,208,208,2027-08-28,9.32,29,
T03,209,209,2027-08-29,9.35,30,
T03,210,210,2027-08-30,9.08,28,
T03,211,211,2027-08-31,9.09,29,
T03,212,212,2027-09-01,8.92,29,
T03,213,213,2027-09-02,9.3,29,
T03,214,214,2027-09-03,9.26,30,
T03,215,215,2027-09-04,9.29,30,
T03,216,216,2027-09-05,8.74,30,
T03,217,217,2027-09-06,9.29,29,
T03,218,218,2027-09-07,9.25,30,
T03,219,219,2027-09-08,9.11,30,
T03,220,220,2027-09-09,9.22,29,
T03,221,221,2027-09-10,9.18,30,
T03,222,222,2027-09-11,8.45,29,
T03,223,223,2027-09-12,9.26,32,
T03,224,224,2027-09-13,8.99,30,
T03,225,225,2027-09-14,8.89,33,
T03,226,226,2027-09-15,8.69,32,
T03,227,227,2027-09-16,9.16,32,
T03,228,228,2027-09-17,9.22,31,
T03,229,229,2027-09-18,9.27,28,
T03,230,230,2027-09-19,9.18,32,
T03,231,231,2027-09-20,9.27,33,
T03,232,232,2027-09-21,8.92,32,
T03,233,233,2027-09-22,9.15,31,
T03,234,234,2027-09-23,9.19,31,
T03,235,235,2027-09-24,9.07,30,
T03,236,236,2027-09-25,9.31,29,
T03,237,237,2027-09-26,9.17,33,
T03,238,238,2027-09-27,8.97,29,
T03,239,239,2027-09-28,9.18,31,
T03,240,240,2027-09-29,8.88,29,
T03,241,241,2027-09-30,8.89,33,
T03,242,242,2027-10-01,8.84,32,
T03,243,243,2027-10-02,9.34,34,
T03,244,244,2027-10-03,8.72,34,
T03,245,245,2027-10-04,8.78,31,
T03,246,246,2027-10-05,8.49,30,
T03,247,247,2027-10-06,9.51,32,
T03,248,248,2027-10-07,8.94,32,
T03,249,249,2027-10-08,8.62,33,
T03,250,250,2027-10-09,8.96,33,
T03,251,251,2027-10-10,9.13,30,
T03,252,252,2027-10-11,8.87,35,
T03,253,253,2027-10-12,9.03,32,
T03,254,254,2027-10-13,8.98,32,
T03,255,255,2027-10-14,8.77,34,
T03,256,256,2027-10-15,9.41,38,
T03,257,257,2027-10-16,8.92,32,
T03,258,258,2027-10-17,8.84,34,
T03,259,259,2027-10-18,9.42,35,
T03,260,260,2027-10-19,8.33,34,
T03,261,261,2027-10-20,8.72,34,
T03,262,262,2027-10-21,9.05,32,
T03,263,263,2027-10-22,9.18,34,
T03,264,264,2027-10-23,9.22,33,
T03,265,265,2027-10-24,9.07,35,
T03,266,266,2027-10-25,8.64,31,
T03,267,267,2027-10-26,8.85,34,
T03,268,268,2027-10-27,8.98,30,
T03,269,269,2027-10-28,8.62,35,
T03,270,270,2027-10-29,9.38,37,
T03,271,271,2027-10-30,9.04,35,
T03,272,272,2027-10-31,9.43,34,
T03,273,273,2027-11-01,9.16,38,
T03,274,274,2027-11-02,8.68,36,
T03,275,275,2027-11-03,8.99,36,
T03,276,276,2027-11-04,9.54,35,
T03,277,277,2027-11-05,8.76,35,
T03,278,278,2027-11-06,9.13,34,
T03,279,279,2027-11-07,9.01,35,
T03,280,280,2027-11-08,9.33,34,
T03,281,281,2027-11-09,8.88,32,
T03,282,282,2027-11-10,8.55,35,
T03,283,283,2027-11-11,9.09,33,
T03,284,284,2027-11-12,9.14,39,
T03,285,285,2027-11-13,9.06,34,
T03,286,286,2027-11-14,8.94,34,
T03,287,287,2027-11-15,8.98,38,
T03,288,288,2027-11-16,8.44,35,
T03,289,289,2027-11-17,8.74,38,
T03,290,290,2027-11-18,8.91,35,
T03,291,291,2027-11-19,9.09,35,
T03,292,292,2027-11-20,9.05,36,
T03,293,293,2027-11-21,9.58,40,
T03,294,294,2027-11-22,9.08,37,
T03,295,295,2027-11-23,9.25,36,
T03,296,296,2027-11-24,9.42,35,
T03,297,297,2027-11-25,8.55,38,
T03,298,298,2027-11-26,9.21,38,
T03,299,299,2027-11-27,9.1,38,
T03,300,300,2027-11-28,9.15,37,
T03,301,301,2027-11-29,8.98,38,
T03,302,302,2027-11-30,8.81,35,
T03,303,303,2027-12-01,8.91,39,
T03,304,304,2027-12-02,8.9,37,
T03,305,305,2027-12-03,9.2,37,
T03,306,306,2027-12-04,9.32,36,
T03,307,307,2027-12-05,9.41,37,
T03,308,308,2027-12-06,8.87,38,
T03,309,309,2027-12-07,8.71,39,
T03,310,310,2027-12-08,9.17,36,
T03,311,311,2027-12-09,8.87,37,
T03,312,312,2027-12-10,8.92,35,
T03,313,313,2027-12-11,9.16,40,
T03,314,314,2027-12-12,8.65,38,
T03,315,315,2027-12-13,9.09,38,
T03,316,316,2027-12-14,8.86,40,
T03,317,317,2027-12-15,8.75,38,
T03,318,318,2027-12-16,9.21,38,
T03,319,319,2027-12-17,9.07,40,
T03,320,320,2027-12-18,8.77,36,
T03,321,321,2027-12-19,8.82,38,
T03,322,322,2027-12-20,8.85,36,
T03,323,323,2027-12-21,9.1,36,
T03,324,324,2027-12-22,9.18,38,
T03,325,325,2027-12-23,8.85,41,
T03,326,326,2027-12-24,9.33,39,
T03,327,327,2027-12-25,8.9,41,
T03,328,328,2027-12-26,9.32,40,
T03,329,329,2027-12-27,8.93,37,
T03,330,330,2027-12-28,8.51,39,
T03,331,331,2027-12-29,8.81,40,
T03,332,332,2027-12-30,9.16,43,
T03,333,333,2027-12-31,8.79,39,
T03,334,334,2028-01-01,9.15,39,
T03,335,335,2028-01-02,9.0,38,
T03,336,336,2028-01-03,8.72,41,
T03,337,337,2028-01-04,8.8,38,
T03,338,338,2028-01-05,8.95,38,
T03,339,339,2028-01-06,9.24,38,
T03,340,340,2028-01-07,8.66,40,
T03,341,341,2028-01-08,9.06,42,
T03,342,342,2028-01-09,8.97,39,
T03,343,343,2028-01-10,8.96,40,
T03,344,344,2028-01-11,8.66,37,
T03,345,345,2028-01-12,8.97,38,
T03,346,346,2028-01-13,8.96,41,
T03,347,347,2028-01-14,8.77,42,
T03,348,348,2028-01-15,8.55,41,
T03,349,349,2028-01-16,8.78,40,
T03,350,350,2028-01-17,8.93,42,
T03,351,351,2028-01-18,8.92,40,
T03,352,352,2028-01-19,9.03,41,
T03,353,353,2028-01-20,9.11,42,
T03,354,354,2028-01-21,8.87,42,
T03,355,355,2028-01-22,8.82,40,
T03,356,356,2028-01-23,8.94,40,
T03,357,357,2028-01-24,9.2,42,
T03,358,358,2028-01-25,8.73,39,
T03,359,359,2028-01-26,8.79,40,
T03,360,360,2028-01-27,8.78,43,
T03,361,361,2028-01-28,8.53,42,
T03,362,362,2028-01-29,9.25,41,
T03,363,363,2028-01-30,8.8,40,
T03,364,364,2028-01-31,8.77,43,
T03,365,365,2028-02-01,8.85,39,
T04,1,1,2027-02-02,12.14,12,
T04,2,2,2027-02-03,12.1,11,
T04,3,3,2027-02-04,12.08,13,
T04,4,4,2027-02-05,12.32,14,
T04,5,5,2027-02-06,12.23,11,
T04,6,6,2027-02-07,12.21,13,
T04,7,7,2027-02-08,12.06,15,
T04,8,8,2027-02-09,12.39,13,
T04,9,9,2027-02-10,11.82,10,
T04,10,10,2027-02-11,12.36,9,
T04,11,11,2027-02-12,11.93,11,
T04,12,12,2027-02-13,12.28,13,
T04,13,13,2027-02-14,12.53,15,
T04,14,14,2027-02-15,12.26,14,
T04,15,15,2027-02-16,11.98,14,
T04,16,16,2027-02-17,12.74,12,
T04,17,17,2027-02-18,12.67,13,
T04,18,18,2027-02-19,12.23,13,
T04,19,19,2027-02-20,11.94,13,
T04,20,20,2027-02-21,12.06,13,
T04,21,21,2027-02-22,11.97,16,
T04,22,22,2027-02-23,12.28,13,
T04,23,23,2027-02-24,12.49,12,
T04,24,24,2027-02-25,11.93,12,
T04,25,25,2027-02-26,12.8,12,
T04,26,26,2027-02-27,12.12,16,
T04,27,27,2027-02-28,12.08,17,
T04,28,28,2027-03-01,12.0,16,
T04,29,29,2027-03-02,11.95,14,
T04,30,30,2027-03-03,12.48,14,
T04,31,31,2027-03-04,12.31,14,
T04,32,32,2027-03-05,11.98,12,
T04,33,33,2027-03-06,11.59,16,
T04,34,34,2027-03-07,12.16,15,
T04,35,35,2027-03-08,12.46,16,
T04,36,36,2027-03-09,12.1,13,
T04,37,37,2027-03-10,12.12,15,
T04,38,38,2027-03-11,11.4,11,
T04,39,39,2027-03-12,12.39,16,
T04,40,40,2027-03-13,12.14,16,
T04,41,41,2027-03-14,11.93,16,
T04,42,42,2027-03-15,12.56,14,
T04,43,43,2027-03-16,11.66,14,
T04,44,44,2027-03-17,11.85,16,
T04,45,45,2027-03-18,12.19,16,
T04,46,46,2027-03-19,12.81,16,
T04,47,47,2027-03-20,12.1,14,
T04,48,48,2027-03-21,12.56,14,
T04,49,49,2027-03-22,12.25,18,
T04,50,50,2027-03-23,12.29,16,
T04,51,51,2027-03-24,12.23,18,
T04,52,52,2027-03-25,12.35,16,
T04,53,53,2027-03-26,11.99,17,
T04,54,54,2027-03-27,12.32,18,
T04,55,55,2027-03-28,11.96,18,
T04,56,56,2027-03-29,11.99,15,
T04,57,57,2027-03-30,12.5,17,
T04,58,58,2027-03-31,11.77,17,
T04,59,59,2027-04-01,12.2,19,
T04,60,60,2027-04-02,11.94,19,
T04,61,61,2027-04-03,12.3,16,
T04,62,62,2027-04-04,12.05,18,
T04,63,63,2027-04-05,12.34,17,
T04,64,64,2027-04-06,12.09,19,
T04,65,65,2027-04-07,11.9,17,
T04,66,66,2027-04-08,11.9,17,
T04,67,67,2027-04-09,11.81,19,
T04,68,68,2027-04-10,11.91,17,
T04,69,69,2027-04-11,11.9,20,
T04,70,70,2027-04-12,11.44,16,
T04,71,71,2027-04-13,11.85,18,
T04,72,72,2027-04-14,11.9,18,
T04,73,73,2027-04-15,11.79,20,
T04,74,74,2027-04-16,12.32,18,
T04,75,75,2027-04-17,11.95,16,
T04,76,76,2027-04-18,12.17,17,
T04,77,77,2027-04-19,12.11,20,
T04,78,78,2027-04-20,11.67,18,
T04,79,79,2027-04-21,11.92,18,
T04,80,80,2027-04-22,11.74,17,
T04,81,81,2027-04-23,11.8,19,
T04,82,82,2027-04-24,12.17,17,
T04,83,83,2027-04-25,11.62,18,
T04,84,84,2027-04-26,12.43,18,
T04,85,85,2027-04-27,11.94,20,
T04,86,86,2027-04-28,12.23,20,
T04,87,87,2027-04-29,12.03,19,
T04,88,88,2027-04-30,12.17,17,
T04,89,89,2027-05-01,12.26,21,
T04,90,90,2027-05-02,12.54,20,
T04,91,91,2027-05-03,11.84,21,
T04,92,92,2027-05-04,12.18,20,
T04,93,93,2027-05-05,12.56,19,
T04,94,94,2027-05-06,11.54,19,
T04,95,95,2027-05-07,11.95,19,
T04,96,96,2027-05-08,11.79,17,
T04,97,97,2027-05-09,12.21,18,
T04,98,98,2027-05-10,11.76,17,
T04,99,99,2027-05-11,11.52,21,
T04,100,100,2027-05-12,11.91,21,
T04,101,101,2027-05-13,12.19,20,
T04,102,102,2027-05-14,11.93,19,
T04,103,103,2027-05-15,12.24,20,
T04,104,104,2027-05-16,12.51,21,
T04,105,105,2027-05-17,11.46,18,
T04,106,106,2027-05-18,11.79,18,
T04,107,107,2027-05-19,11.84,21,
T04,108,108,2027-05-20,11.87,19,
T04,109,109,2027-05-21,12.19,19,
T04,110,110,2027-05-22,11.54,20,
T04,111,111,2027-05-23,11.6,24,
T04,112,112,2027-05-24,12.09,23,
T04,113,113,2027-05-25,11.95,22,
T04,114,114,2027-05-26,11.55,22,
T04,115,115,2027-05-27,12.3,22,
T04,116,116,2027-05-28,11.84,24,
T04,117,117,2027-05-29,11.98,20,
T04,118,118,2027-05-30,12.3,23,
T04,119,119,2027-05-31,12.23,22,
T04,120,120,2027-06-01,12.03,21,
T04,121,121,2027-06-02,12.53,24,
T04,122,122,2027-06-03,11.7,22,
T04,123,123,2027-06-04,11.81,24,
T04,124,124,2027-06-05,11.41,22,
T04,125,125,2027-06-06,12.15,22,
T04,126,126,2027-06-07,12.25,23,
T04,127,127,2027-06-08,11.92,24,
T04,128,128,2027-06-09,11.62,25,
T04,129,129,2027-06-10,12.2,20,
T04,130,130,2027-06-11,11.63,23,
T04,131,131,2027-06-12,11.98,21,
T04,132,132,2027-06-13,11.91,22,
T04,133,133,2027-06-14,12.09,22,
T04,134,134,2027-06-15,11.99,25,
T04,135,135,2027-06-16,11.98,24,
T04,136,136,2027-06-17,11.92,24,
T04,137,137,2027-06-18,11.96,23,
T04,138,138,2027-06-19,12.03,23,
T04,139,139,2027-06-20,11.42,23,
T04,140,140,2027-06-21,12.35,23,
T04,141,141,2027-06-22,12.03,25,
T04,142,142,2027-06-23,12.16,26,
T04,143,143,2027-06-24,11.82,21,
T04,144,144,2027-06-25,11.47,25,
T04,145,145,2027-06-26,11.87,26,
T04,146,146,2027-06-27,11.83,23,
T04,147,147,2027-06-28,12.22,24,
T04,148,148,2027-06-29,11.82,22,
T04,149,149,2027-06-30,11.67,24,
T04,150,150,2027-07-01,12.03,24,
T04,151,151,2027-07-02,12.37,24,
T04,152,152,2027-07-03,11.81,25,
T04,153,153,2027-07-04,12.31,24,
T04,154,154,2027-07-05,12.07,25,
T04,155,155,2027-07-06,11.88,24,
T04,156,156,2027-07-07,12.03,27,
T04,157,157,2027-07-08,11.75,25,
T04,158,158,2027-07-09,11.87,23,
T04,159,159,2027-07-10,11.7,24,
T04,160,160,2027-07-11,11.71,24,
T04,161,161,2027-07-12,12.22,24,
T04,162,162,2027-07-13,11.56,25,
T04,163,163,2027-07-14,12.38,25,
T04,164,164,2027-07-15,12.03,27,
T04,165,165,2027-07-16,11.75,27,
T04,166,166,2027-07-17,11.93,30,
T04,167,167,2027-07-18,11.99,25,
T04,168,168,2027-07-19,11.92,25,
T04,169,169,2027-07-20,12.21,26,
T04,170,170,2027-07-21,11.66,27,
T04,171,171,2027-07-22,11.55,27,
T04,172,172,2027-07-23,12.16,27,
T04,173,173,2027-07-24,11.81,29,
T04,174,174,2027-07-25,11.4,27,
T04,175,175,2027-07-26,12.0,26,
T04,176,176,2027-07-27,11.75,24,
T04,177,177,2027-07-28,11.94,27,
T04,178,178,2027-07-29,11.66,26,
T04,179,179,2027-07-30,12.16,24,
T04,180,180,2027-07-31,11.5,24,
T04,181,181,2027-08-01,11.83,28,
T04,182,182,2027-08-02,11.67,28,
T04,183,183,2027-08-03,11.65,27,
T04,184,184,2027-08-04,11.69,28,
T04,185,185,2027-08-05,12.03,27,
T04,186,186,2027-08-06,11.79,27,
T04,187,187,2027-08-07,12.2,25,
T04,188,188,2027-08-08,11.77,25,
T04,189,189,2027-08-09,11.59,28,
T04,190,190,2027-08-10,12.25,26,
T04,191,191,2027-08-11,12.13,28,
T04,192,192,2027-08-12,11.85,28,
T04,193,193,2027-08-13,11.77,28,
T04,194,194,2027-08-14,11.65,28,
T04,195,195,2027-08-15,12.02,27,
T04,196,196,2027-08-16,11.77,26,
T04,197,197,2027-08-17,11.63,31,
T04,198,198,2027-08-18,11.85,27,
T04,199,199,2027-08-19,12.34,29,
T04,200,200,2027-08-20,11.85,30,
T04,201,201,2027-08-21,12.1,29,
T04,202,202,2027-08-22,12.06,27,
T04,203,203,2027-08-23,11.86,29,
T04,204,204,2027-08-24,11.73,32,
T04,205,205,2027-08-25,11.82,26,
T04,206,206,2027-08-26,11.74,27,
T04,207,207,2027-08-27,11.72,31,
T04,208,208,2027-08-28,11.87,29,
T04,209,209,2027-08-29,12.14,30,
T04,210,210,2027-08-30,11.78,29,
T04,211,211,2027-08-31,12.04,29,
T04,212,212,2027-09-01,11.66,31,
T04,213,213,2027-09-02,11.99,30,
T04,214,214,2027-09-03,11.77,30,
T04,215,215,2027-09-04,11.82,28,
T04,216,216,2027-09-05,12.06,29,
T04,217,217,2027-09-06,11.85,28,
T04,218,218,2027-09-07,12.18,28,
